id,comment,label
4759,简单回顾Linux的发展历史，并和Windows的做一番比较，列出优势和劣势。,1
4760,挺好的学习软件，非常能锻炼动手能力,2
4761,操作流畅，简单易用，但本人对vim不熟悉。,1
4762,cronb每一行代表一个任务，前六个字段分别代表minute   hour   day   month   week   command,1
4763,我也无法安装，应该是非会员不能上网的缘故,-1
4764,革命尚未成功，同志仍需努力,2
4765,from PIL import Image import argparse怎么回事,1
4766,这课只能会员学习？？因为只有会员才能联网。。。。。。。。。。。。。。。。。。,0
4767,我觉得这里面的编辑器不好用啊，老是乱跳。,-1
4768,文本编辑器能否加入 sublime，vim gedit 实在不方便，而且不能自给配置环境。。,-1
4769,棒棒的，基本入门的指令很有帮助,2
4770,走到这一步，你该做什么？最简单的是取消命令。然而，在这种情况下，你不能只是输入\c，因为mysql作为它正在收集的字符串的一部分来解释它！相反，应输入关闭的引号字符(这样mysql知道你完成了字符串)，然后输入\c：  mysql> SELECT * FROM my_table WHERE name = 'Smith AND age < 30;     '> '\c mysql>,0
4771,实验设计不错,2
4772,刚开始不知道这个平台怎么用，熟悉以后感觉很好用，代码也很简单,2
4773,新手很容易上路，还不错哟,2
4774,child_process用于创建子进程。这一个网站 挺好的,2
4775,为啥购买了之后课程还是显示锁定状态？,0
4776,非常棒，有意思的网站,2
4777,谢谢提醒，已通知课程组修改，另外您说的无法显示的图片是哪些呢？可以点击课程中的纠错来提醒我们,0
4778,这个网站不错！以后天天来学习,2
4779,那你试试另一种种粘贴方式 1 鼠标右键粘贴 2 Ctrl+V 任意一种,1
4780,Linux分区方面貌似没有看到过多的介绍啊，例如LVM等什么的。,1
4781,这分明是c＋＋的 语法，为什么写c语言实现cp，c语言根本就没有bool类型的,0
4782,我已经看过了,-1
4783,重新复习了Linux的命令行知识，收获了新的内容,1
4784,我的意思不是IDE的问题，是公司现在还是用的vs2005开发，vs2005不是不支持c++11的特性吗？那我学了这个版本的内容的话，vs2005上不是用不着。是不是还不如学习第四版的内容呢？,0
4785,今天第一接触，我不会怎么办？ 哪位大师能教教我？  谢谢啦,0
4786,函数前printf少了一个f,0
4787,UI设计和学习面板都做的很合我的胃口，好评,1
4788,这个在线教育模式应该算是比较有创新的，今天给我的体会是图形界面卡爆了，用户体验很是捉急啊！希望可以解决掉。。。,-1
4789,为什么卡在seaborn的下载上了，一直说是pip需要更新，但是没有root密码也没办法更新呀,0
4790,确定自传部分没写错吗？ 自传和公转使用的同一个函数，就是传入的实参（旋转度数值）不同。 应该是用错api了吧。我没细看，但这里肯定有问题。。应该还存在一种以自身为基准的坐标系，即每个球体都以自己的球心或轴心的某部分旋转。,0
4791,居然有这玩意，很好玩的样子,2
4792,注册了一个Github账号，并通过该实验熟悉了一下Github的简单使用。,1
4793,很好这个模拟操作,2
4794,本章教程有误 IF语句后面不加else会连续显示语句,0
4795,我都还不知道怎么回事，你就让我操作，肯定不会啊。例如我现在想要学习mysql的jdbc，原因就是我写的代码总是在jdbc中url部分出问题，或者mysql驱动器类出问题，或者jar包出问题，这里我本来想看视频学习一下怎么写着三个部分的，你这里没有的，我哭了,-1
4796,很适合自学呢，不懂可以马上停下来查，做笔记也方便,-1
4797,需要联网进行试验，本身就是会员专属的。,1
4798,不错 希望继续学习下去 有所进步,2
4799,本次实验，讲的东西多，内容繁琐，不利于记忆，希望改进。好多不会的代码，什么时候用sudo + 各种命令，什么时候不用，没搞明白。,-1
4800,虚拟机还不会用,-1
4801,试验环境和指导都很棒,2
4802,下载一直卡主，没法实验,-1
4803,根据12306的接口重新优化了课程，课程将会在下周重新上线。,1
4804,很好的学习环境和条件。祝实验楼更上一层楼，占领华尔街：）,2
4805,不错 跟着做 进步很快,2
4806,出现问题unrecognized raw mode,0
4807,实验的环境不熟悉浪费了许多时间，应该好好熟悉环境。,-1
4808,1.INNER JOIN 和 LEFT JOIN 效果一样，但不知具体的区别在哪； 2. 输出txt文件时我用的是创建视图表导出的方式，不知道是不是符合实验原本的要求？,0
4809,老是实验环境中断，不知道为什么,0
4810,tomcat 启动不了，自己把代码下下来在自己的电脑上跑。,1
4811,很好，建议新手先学习这个。,2
4812,去bs4官网直接下安装包，传到服务器解压，然后python setup.py build && python setup.py install就行了,1
4813,似乎桌面特别卡...感觉这个体验不太行...云实验我觉得这个idea很好,-1
4814,没有/etc/sysconfig/network-scripts/，是因为这个虚拟设备没有么，还是我操作不当，大神指点,0
4815,这周了解到tar只是一个打包工具，配合不同的压缩参数，可将打包后的.tar文件压缩成不同格式的压缩文件。而zip和rar是功能全面的相对独立的打包压缩整合工具。值得注意的是，Linux系统和Windows系统的文本文件换行规则有所不同，在跨操作系统进行压缩解压缩操作时，应该考虑调用适当的参数，保证文本文件在压缩前后能正常解析。同时，中文字符的特殊编码问题也被纳入到文件打包压缩工具中。,1
4816,为什么我输入cd Desktop没有切换至桌面？？？？,0
4817,python第二个练习，打卡！！！,1
4818,操作步骤到WQ退出那里，无法进行。,0
4819,啦啦啦啦啦啦啦实验楼真好玩啊我热爱学习，学习使我快乐！,2
4820,0.0还是不会用man搜索……,-1
4821,查看提交参数那部分学习到了，另外python代码写的很nice，不过对found变量的多线程操作会不会造成问题？,0
4822,这一节是我一直想弄明白没明白的内容，下次还要再看一遍,1
4823,太复杂了，随便看看。,-1
4824,从昨天开始，图形界面一直连接不上，提示“与服务器断开连接”，没法启动模拟器啊，请问什么原因？,0
4825,完成了第一部分，积硅步，致千里。在通往牛逼的路上狂奔咯！vim，编辑器之神，就你了。,1
4826,适合初学者理解,1
4827,2017年学习了go的第一节课和大家一起学习http://note.youdao.com/noteshare?id=a69aeba8d19b9fee3cb34c59d7227fbc,0
4828,点击实验文档下方的实验报告按钮，里面有截图按钮,1
4829,文件是在 /etc/shiyanlou/sbin/CiscoIOUKeygen.py中，不能详细回答下吗？,0
4830,体验很好，小白入手中,2
4831,私有课...求问如何参加啊？？,0
4832,越往后越看不懂，好多例子都没明白,-1
4833,页面总是卡掉，，命令行还能好点,-1
4834,请问训练之后hog是通过提取猫的哪部分特征来识别猫咪图片的吗,0
4835,学习环境很好，可以动手写写,2
4836,无法下载实验所需要的代码,-1
4837,复制的目标路径能不能不要在/var/protocols啊，我直接运行copy脚本，一直失败。妈蛋最后发现是普通用户根本就没有在/var/目录直接创建protocols文件的权限好吧！！！！最后加sudo才完成实验的！！！！要是我不懂点linux岂不是一直怀疑我写的c程序有问题了？？？麻烦上点心好吧！！！！,0
4838,是的，部分环境没有匹配好，我们会及时更新文档提示，很抱歉,1
4839,sudo输入密码默认是不显示的，Linux默认规则,1
4840,不是大佬……不太清楚课程的上线计划，课程的优化都在依次进行中。,-1
4841,LINUX速度好慢~,-1
4842,有影响的，高版本也许可以兼容低版本，但是低版本是无法使用高版本的某些功能啦,-1
4843,有意思，晚上有时间好好看一下,2
4844,卡卡卡卡啊，请求解决啊,-1
4845,很好，大力支持,2
4846,centos虚拟机的没法装，windows也不装失败了，也是醉了。想问问实验楼能不能不老用Ubuntu，这个除了个界面，真的不知道有什么好,-1
4847,学会了用 ifconfig -a 命令查看ip地址 学会了用ping *** 命令来对指定网址发包抓包,1
4848,非常感谢开发人员能够提供这么好的学习平台！,2
4849,练习了知识点，挑战时还是出现一些问题，继续总结，也希望周一的直播能够提供一些这方面的疑惑,1
4850,nice 卡了好久的坎儿 过去了,2
4851,完成这次实验花了不少时间，遇到两个问题： 一是，A中部分打包压缩不明白为什么要把*.html放在最后，而放在压缩文件名的后面不可以执行？ 二是，E部分用tar -cf 的命令为什么不行，而需要tar -uf 可以？ 希望老师或者同学们能帮忙答疑，谢谢!,0
4852,复习了一些基础的命令和用户权限及目录权限,1
4853,感觉很实用，继续努力,2
4854,对于初学者来说很有帮助，但试验环境真的太卡了,-1
4855,so good   sudo apt-get update sudo apt-get install banner  terminal 终端是/dev/tty ： ctrl+alt+F1~6交换6种终端，ctrl+alt+F7退出终端 shell 用户交互界面 bash csh ksh zsh,1
4856,$ printerbanner -w 50 A 没完全搞懂 这个怎么是左转90度,1
4857,希望课程能够继续改进,1
4858,感觉不错，学习高效，给站主顶一个,2
4859,还有，我的进度被打乱了。明明看到``Linux进程管理``的啊，怎么又回``正则表达式了``？？,0
4860,熟悉和了解加密算法、加密模式、 填充、以及初始向量的定义与作用，这个实验根本没达到了解上面这些知识的效果，起码再文档里提下嘛，网上自己查的知识都太乱了，要不然干吗来这里呢。,1
4861,请问大神，不加入会员，例如本门课程，是不是实验1做完后实验环境不能保存？那么实验2就无法开展？只能实验1做完后不关个人机器再接着做实验2？,0
4862,函数，流程控制，函数参数形式,1
4863,很好的学习平台，有点难度,2
4864,目前为止我见过实验楼最垃圾的课程，实验环境都不维护，由此我感觉张丹的书写的也是很垃圾的。坚决不买。,-1
4865,这节课的内容是Linux入门那门的扩充。,1
4866,感觉好棒，适合学习的网站,2
4867,gcc -o 生成执行文件 目标文件 ？？？,0
4868,ping 172.17.0.10?  s是不行的吧,0
4869,$ sudo apt-get update;  $ sudo apt-get install aview  $ sudo apt-get install imagemagick  $ sudo apt-get install links  $ links http://labfile.oss.aliyuncs.com/courses/1/Linus.png  按操作下载Linus.png文件  $ asciiview Linus.png,1
4870,"好用, 付费也可以",2
4871,很好，很强大。第一次挑战过关,2
4872,这一个实验，掌握了数据库的删除，表的修改，数据更新,1
4873,words属性怎么添加中文呢？,0
4874,你好，请问你是怎么看到他发出的代码的？不知道在哪儿输入命令。。。,0
4875,文档不错，就是操作起来有点卡，不知道是不是网速问题,2
4876,下载代码部分根本无法连接上，有没有同学已解决的？,0
4877,快捷截图功能不错,2
4878,大家有什么不明白的，或者我写的不好的地方，都可以提出来一起讨论啊,-1
4879,试学一下，感觉挺不错的。,2
4880,感觉挺好的  慢慢学习 迎接秋招,2
4881,以前不懂标记啥意思，现在明白了,-1
4882,还行，找到了错误的地方，基础还是很薄弱，继续努力，加油,2
4883,虚拟机创建不好啊，无限等待中。,-1
4884,内容不多，就是让人了解下，真想学这个还不够。而且最后一课代码有错误。,-1
4885,第二章list index out of range在admin后台管理界面增加几个Article对象,1
4886,实验比较简单和基础，不过用来熟悉环境确实很好的,2
4887,如果实验环境过期以后该如再何开通？,0
4888,能够结合操作的实验真心很好,2
4889,老师！为什么测试做不了的？,0
4890,试验效果非常棒，真实的体验感觉，有利于培养兴趣！,2
4891,终于第一次完整的过了一遍文件目录和基本操作,1
4892,是 flask 吧？另外你的错误具体是什么错误？,0
4893,很好 实验楼初级选手 刚知道实验楼怎么使用,2
4894,有些地方还是不太明白 清楚wtmp文件中的内容，cat /dev/null > wtmp 这段不太好理解,-1
4895,教程已更新完，可以随时加入学习，需要了解Python基本语法，学习模式可以参考Python快速教程：https://www.shiyanlou.com/courses/214,1
4896,java 基础 不错哦~,2
4897,获取键盘事件为什么我用的时候就不好使呢，也是放在主循环里面了，为什么没有反应呢，哪位大神能帮我一下,0
4898,可以，良心网站，点个赞,2
4899,这个环境真好，很适合初学者学习。希望可以免费开放更多的课程。,2
4900,请问，哪里可以下载实验代码,0
4901,资料很全，很好，温故而知新,2
4902,为什么 这种课程 在课程介绍不放预览图   只能购买后才知道？,0
4903,实验楼，非常不错的体验,2
4904,完整代码在哪里查看？急！！！在一个地方卡死了,0
4905,linux的稳定性和安全性是要远远超出windows，因为我不会局限于用户层面，所以学习得还需要很多,1
4906,莫道不消魂 帘卷西风 人比黄花瘦,1
4907,只有自己实际操作一遍才知道自己什么也不会，得多来几遍才行。,-1
4908,为什么stack。c文件老是找不到,0
4909,开始对实验楼的学习方式有些喜欢了，突出知识点+练习。,2
4910,正常的，如果学到11节，12节没被点亮，就没法往下学了,-1
4911,好难啊，看懂会用就行了吗。。。。,-1
4912,"基础太差了 ,不过还是跟着做完了,最后一步要看分页时,需要vim  post.html    ,实验里没有详细写!还是要自己琢磨下",-1
4913,多表连接有几种方式呢？,0
4914,感觉有些地方描述的比较生硬 一笔带过,1
4915,第一次，感觉很不错！,2
4916,确实有提升，感谢这个平台,2
4917,hahah 不错不错,2
4918,还是要多操作，多熟悉命令,1
4919,误以为输入的参数 为字典格式。折腾了半天。  注意命令输入进去后的参数，其实是列表格式的。,1
4920,先看了一遍然后实验一遍，然后再重新跑了一遍，从正则表达式开始还是不清楚。有什么办法么？………^-^,0
4921,例子是实时数据计算，如果要把实时数据与之前数据进行合并计算单词数量，要怎么处理呢？,0
4922,挺基础的 还不错,2
4923,有暂停实验的功能么？,0
4924,你好，请问是桌面太卡吗？可以切换到字符模式下，该课程不需要使用桌面环境。,0
4925,现在12306车站对应关系不是js了?,0
4926,作为一个新学着我表示很多东西你们一笔带过，突然就用了新东西没有解释，我一脸懵逼，还好有百度可以查资料勉强懂一些。 但是还是有些想问问大家： */1 * * * * touch /home/shiyanlou/$(date +\%Y\%m\%d\%H\%M\%S) 这个命令说每一分钟在/home/shiyanlou/创建一个文件，命名格式是年月日时分秒 1、$是什么意思？ 2、(date +\%Y\%m\%d\%H\%M\%S)意思就是这个文件的明明格式？这个之前没说过吧?date +什么意思？ 3、\%什么意思？连接的意思？文中说“有结束命令行、换行、重定向的作用，前面加 ” \ ” 符号转意”那加了\就转变成什么意思了？ 4、年月日时分秒分别是YmdHMS？为啥有的大写有的小写？大小写是通用的吗？ 5、我输入“*/1 * * * * touch /home/shiyanlou/$(date +\%Y\%m\%d\%H\%M\%S)”之后，并没有如文中说的“会得到最后一排 installing new crontab 的一个提示”，他完全没提示啊。最后我用:wq!强制保存关闭之后，竟然也能运行了。这是为啥？ 其他就不一一写出来了，有人能给我解惑以上吗？,0
4927,感觉实验过于简单，距离真正的制作一个计算器还有一定的距离。,1
4928,sudo pip3 install pillow装了半天，一直是retrying，,1
4929,第一次实验，小白上！,1
4930,好卡！！！好卡！！！好卡！！！帮优化一下可好，能,-1
4931,很棒的一种学习方式！,2
4932,破系统直接卡死了,-1
4933,不错，学得很有兴趣,2
4934,非常好，不过实验客户端不能全屏放大，看着比较累！,0
4935,接触了vim编辑器的高级功能，如果想深入学习，还得多练,1
4936,其实到了最后我还是不清楚VIEW 跟 TABLE 有什么差别,-1
4937,次数太多了，无法得到返回的数据,-1
4938,还是没明白 分布式控制系统Git是怎样实现修改代码同步的。因为课程说，实际上，互相推送更新的情况是很少的，那这些不同机器上修改的东西怎么合并呢？ 另外，就是最后一段儿，说的层次模型式  的都是怎么个意思，或实现方式……,0
4939,已经看完了沈洁元译 Swaroop C.H 的《简明Python教程》依旧不会写Python怎么办呢。   写两个数比大小，四个数从小到大排列都学会了。可是如何下手编写一些更复杂一点的呢。   另外如何让他成形为exe的可执行文件或者带有一些界面的程序？是不是需要其他的一些UI工具帮忙？   求下一步指导，非常感谢,0
4940,你好，这个课程不是独立的教学课程，是 Linux 内核分析 MOOC 的配套实验，配套实验,1
4941,不太详细，对基础薄弱的同学来说，很吃力,-1
4942,我们这里是可以打开的，请问有什么报错信息吗？,0
4943,一般般,1
4944,没有认真审题，然后是不清楚各种函数方法,-1
4945,wget http://labfile.oss.aliyunc 应该只对会员的吧。 这些 代码下载不到。,-1
4946,最简单的C语言，发现大学时学的语法都忘了,-1
4947,为什么我支付完成也没让我填收货地址...也没送vip什么的..啥提示都没有= =，只显示已购买,0
4948,很好，能实战Python,2
4949,GDB 在生产环境中用的到吗？,0
4950,实验楼很不错的学习地方,2
4951,不错不错 体验很好,2
4952,刚启动会员 ，实验环境稍微有点卡啊,-1
4953,而自联想器由于提出新的优化函数，能够有效解决需要求X的逆，这个难题,1
4954,课后作业要是有参考答案指导就好了，不知道怎么做是对的,-1
4955,学的马马虎虎 感觉看不懂,-1
4956,linux系统真的很好用,2
4957,第一次感觉学习IT这么的快乐,1
4958,icmp发包，发时间。接包，脱掉ip层，取icmp数据。用当前时间-icmp发包时间。得到ttl,1
4959,课程更新好慢啊。。,-1
4960,提供抓包工具，可以演练，不错,2
4961,是移动端的购买课程无法扫微信图片是吗？我们马上安排工程师检查下,0
4962,linux的压缩和解压缩学习,1
4963,哎  官方文档抄一抄就变成了会员课。一点自己的东西都没有，醉了,1
4964,主要是太卡了。还是用本机来实验吧。感觉好鸡肋。 如果能做在虚拟机上做一个可以外部访问的网站就好了。,-1
4965,vim初体验，非常不习惯，但是要继续感受vim 的魅力,1
4966,很喜欢这些实验和作业,2
4967,cronttab -e  a 才能进入编辑模式 Ctrl+C 停止 wq 推出编辑,1
4968,恩。可以不错。正好练练linux的手,2
4969,可否把/opt/ros_ws/src中的源码发布出来？速度实在是太慢了。,0
4970,希望能快点学会sql,1
4971,实验做好就直接可以关掉，不用保存么？,0
4972,在实验楼的环境下 roscore命令无法运行,-1
4973,/修改/etc/下的文件比如说hosts修改完以后，保存实验环境，下次从保存环境中启动，文件被还原回去了，这是什么问题?,0
4974,大佬试过LFS吗？,0
4975,简单应用，涉及了swing、awt中的界面类、io流，流程清晰，学习了,1
4976,vim学完了，实用性很强，需要多加练习,1
4977,挺好的 省得自己搭配虚拟机,2
4978,已经付款了，请问开课的时候，怎么和老师进行交流？,0
4979,2018年7月7日22:30:27， 你真的努力过吗？,0
4980,请问你是在什么具体位置删除的。。我导入.txt后打开看正常，但改成.py后一堆乱码,0
4981,适合基础c的同学们。,1
4982,一定要熟悉熟悉熟悉所有的操作。勤练,1
4983,"按照操作, 都做好了.剩下的步骤.自己消化",1
4984,真的很有思路,2
4985,"不错, 很快就过了一遍, 就是ssh的时候太慢了, 只能用本地环境搞了.",-1
4986,对于我这种Linux小白，还是有点难度,1
4987,遇到3个问题：  1. id自增不知道是如何实现的；  2. 外键约束没有实现   3.如何实现“每个表插入语句可通过一条语句完成”？最后的这些数据全都是我手动输入进去的，有没有快捷的方法？,0
4988,要是能提供一个aws账号就好了，不过也不可能，毕竟和自己信用卡绑定的,-1
4989,你好，我想问在Web服务器项目中，是如何获取http的请求方法，和头信息的？,0
4990,希望每次打开实验楼，都有新的体验和感悟；希望每次结束实验楼，都有好的结果和收获,1
4991,适合有基础的人学习,1
4992,平台很好，学习很方便,2
4993,无法解压文件夹，不能获取源代码,-1
4994,刚刚入门，还需努力！,2
4995,比较难点，不懂过程，不太理解,-1
4996,感觉还不错啊，JavaScript比Java灵活多了。,2
4997,照着做完以后，在浏览看不到结果，一直是502，你们有这个情况吗？,0
4998,卡到了就刷新一下，也可以尝试切换到字符界面。会流畅很多,-1
4999,use 进去以后。为何不能查看列表。select *from user; 报错为何呢,1
5000,问题1：\n如果lilei属于sudo组，文件在shiyanlou用户下创建，再把文件拥有人转给lilei，最后用 ls -l 查询此文件，此文件显示拥有者是lilei，用户组是shiyanlou，这是为什么？\nlilei不是属于sudo么，用户组不应该是sudo么？\n问题2：\n假如lilei是iphone6文件的拥有者，我把iphone6文件的权限设置为077，也就是----rwxrwx，然后再用lilei，把其权限修改成700，按照道理，文件已经设置为077之后，不是拥有者权限已经被剥夺了么，怎么还可以更改其权限呢？\n难道是修改权限属性我理解错了？\n问题3：\n如何修改文件属性？创建的文件都是普通文件，不是目录文件！\n问题4：\n如何创建一个目录？没有找到opt这个文件,0
5001,这个可以么 明显命令没法使用啊 systemctl 明显没有   。 这个没法和教程适配把，不能采用centos 7 的虚拟机么,-1
5002,挺好的，不过源代码里有一部分输入错误,0
5003,我也没有找到，不知你解决了没有？,0
5004,画面稍差，有些慢。 但还是挺有趣可以学到东西,1
5005,还不错，实验环境在云端，挺方便的,2
5006,实验平台有时候太卡了,-1
5007,简单的linux下mysql的一些配置，跟windows有些差别。,1
5008,请问下，你们的IDE能正确查看这个源文件，没有遇到编码错误吗？这个是什么编码,0
5009,这个课程老师好像没有提供代码下载，不过文档中的代码片段应该没有缺失的部分吧？,0
5010,"print(""{:.10f}"".format(s)}保留10位小数",1
5011,没看懂，获取压缩包之后，好像解压不了？就没看到后面说的html的文件,0
5012,求时间复杂度不就是O（n-2）吗？为什么要写一堆代码,0
5013,实验楼不错， 观看视频学习 不如直接动手。,2
5014,实验楼提供的环境比较好，不过无法使用浏览器！,-1
5015,这个东西很棒，支持,2
5016,用到。read 和 open 还有就是isdigit，列表连起来用join  应该存在更简洁的代码,1
5017,一次实验都没做过？建议先体验下实验楼的免费课程，这门课不建议不熟悉实验楼的人购买。,0
5018,Linux操作系统的日志文件在/var/log文件夹下。可以使用通配符批量创建文件,1
5019,按照教程，爬取的网页没有爬下来，暂时还不知道原因，待查,-1
5020,有效学习时间不准确啊,0
5021,还不错的一种学习模式,2
5022,在文件头部分加一句：# -*- coding: utf-8 -*- 就可以了，Python2.7默认编码是ASCII码,1
5023,git还在学，希望能学会吧,1
5024,很适合学过大学计算机基础的，实际也是编程零基础的开始学习,1
5025,自己ROOT一下即可，这也是一步教程，文档中有密码,1
5026,第一课中，我看虚拟机里面已经安装了Android studio，岂不是没法自己装了？ 第二课太卡了，studio打开要半天。,0
5027,平均每天学习时间1小时以上，给个鼓励，可以去申请加入百楼俱乐部,1
5028,请问一下，您需要app是想满足什么需求呢，是做实验还是单纯看文档？,0
5029,综合性好强啊~我喜欢,2
5030,挺不错的 ，简单易学，很容易上手,2
5031,请问是哪一步报错了呢？我们检查一下。您也可以点击课程中的报错，我们确认后会给您发放奖励。,0
5032,不错，就是源码没有完全弄明白,2
5033,还不错，最后那个视频有意思,2
5034,打卡 11/01,-1
5035,firebox 进不去 怎么解决？,0
5036,很实用，但是欠缺详尽的细节概论,2
5037,不错，燃起了我的学习欲望,2
5038,没有想到如此菜鸟的一个程序，都爆了，我离我的大神还有多远呀,1
5039,网络太差了,-1
5040,谢谢你的提醒，我们优化一下,2
5041,系统卡了，我能说啥,-1
5042,有意思 严格执行，不会出错！,2
5043,出题错误，题目中要求格式为年-月-日 应该为 $(date +\%F) 实际情况提交是要求的是 年月日  ，$(date +\%Y\%m\%d),-1
5044,刚刚接触这个系统，感觉很有意思,2
5045,非会员标示， 点击下载代码， 就卡住了， 然后就没有然后了！,-1
5046,课程给出的是Python2.x的代码，在Python3环境下字典循环部分的代码如：iteritems()、has_key() 等更新下就可以编译通过了。,1
5047,卡的根本无法操作，你叫我评论什么,-1
5048,卡比,-1
5049,细细琢磨蛮有收获的,2
5050,开启实验失败，请稍后重试！  怎么老是出这个，现在用不了？？？？,0
5051,node版本8以上 推荐node版本管理工具nvm https://github.com/coreybutler/nvm-windows,1
5052,有些地方实在搞不明白还需要自己想很久才能明白，没人请教很是难受,-1
5053,非常棒，我会继续努力的！,2
5054,跟着实验楼学习，浅显易懂，快速上手,1
5055,alter是对列的修改，delete是对行数据的删除，update是具体修改某一个或某几个明细的值,1
5056,这个实验的判定结果有问题吧？？？？？,0
5057,太好了，边操作边学习，这种方法适合入门,2
5058,虚拟环境打开就成黑屏了.....,-1
5059,卡死了，桌面上什么都不能动，不知道什么原因，只能结束,-1
5060,网络原因吧，可以切换到字符界面试试，对带宽要求较小,1
5061,相当不错。很喜欢这种方式。,2
5062,课程学完了，感觉这门课程的思考题的难度真的是要远远大于挑战。 *疑问：$(())好像挺有用的呀，为什么不教呢？*,0
5063,这个……你不在环境中敲入代码是不会算有效学习时间的……,-1
5064,对实验环境还是不太熟悉,-1
5065,谢谢指出，以后检查课程时会优化一下,2
5066,感觉不错，不用自己布置环境，到哪都可以学习,2
5067,不知道实验室还是要计时的，不知道是不是计时结束会有收费？,0
5068,很想学习这个，什么时候会再次开放呢？,0
5069,各位同学，我把第十章内容做成两部分。一部分是课本上课内容Shell程序设计，一部分是shell编程实验。大家先去自学一下授课内容，这部分内容比较多，时间比较紧迫。,1
5070,想问问第四期的qq群还没建么？额。。已经参加第四期的学习。,0
5071,相当于root用户执行那条命令,1
5072,虽然最后代码可以运行，但是中间过程是没法执行的。要全部完成之后再执行，不太好,-1
5073,构造函数那段代码好难读懂啊,-1
5074,偷懒了没做笔记,1
5075,第三个步骤无解么？,0
5076,zsh 好像不支持这个课程某些符号,1
5077,请问你是搞机器学习的吗？知不知道 要学什么基础来能看懂这些代码和文档？,0
5078,通过命令行打开某一编辑器，比如SUBLIME，之后输入代码  - 相关的命令哪里有？想学习掌握一下。谢谢。目前我都是打开图形界面进行操作的。汗颜,0
5079,刚刚开始,1
5080,好好学习，天天向上,2
5081,第一节攻击环节 没有成功 需要努力练习,2
5082,有点的兴奋，虽然没有成功。但还是感受到了编辑的乐趣,2
5083,全部从别人的博客复制过来，就不能修改加点自己的东西吗？,0
5084,课程简单明了，很适合不会使用Android Studio的新手。,-1
5085,不联网怎么安装redis呢？,0
5086,实验楼非常好，让我不再昏昏欲睡,2
5087,为什么不说一下指令的作用，只给出例子，感觉不太好,0
5088,那个实验报告好像是系统自动打ABCD，是依据什么打的呢？,0
5089,好多命令没记住,-1
5090,慢慢来吧，把编程当成一门手艺去学,1
5091,到向量空间那看不懂了。。,-1
5092,求问连接查询中的employee.in_dpt = department.dpt_name是什么意思？ 还有作业里的3张表连接查询里where里的表达式怎么写，求指导啊！,0
5093,学习了获取net模块进行网络编程；,1
5094,链接查询使用join，为啥列子中并没有使用join,1
5095,第一个linux下的C程序，hello world！,1
5096,很好地练习了超代码的能力,2
5097,内容太多 ，有点乱，都是新手那个最后让我们用vim去敲代码，稀里糊涂的。敲了大半天，突然试验时间到了，真的是醉了！！！！！！！！！！,-1
5098,请问能写在C程序中的清平函数是啥？,0
5099,很不错的实验例子， 加油 继续干！,2
5100,为什么 终端不能窗口化，不能移动位置。,0
5101,请问，在Ubuntu下只需要安装Python和Python-opengl吗？,0
5102,这课程暂时没有老师负责维护，所以设置成未开放购买状态，如果对Python项目感兴趣，可以选择训练营中其他的Python课程。,1
5103,实验楼有一个很大的弊端，有问题不知道要去问谁？？？？？？？？？？？？？？？？？,0
5104,终于tm的写出了一个可以动的东西,2
5105,貌似最多的才学到第五课。都没按时学完毕业吗？,0
5106,没有准备充分，希望在做些理论学习再继续试验,-1
5107,不是会员好坑啊，上不了外网,0
5108,这课程 没有很好演示同源，我都没搞懂最后 那个截图几弹出来的东西。为什么弹出来了。作者也没有解释。,0
5109,学完了Vim的基本功能，要真正地掌握就要经常用vim练手，多用,1
5110,饰演步骤不太清楚,-1
5111,正常启动了，但是修改的那些配置不知道代表什么意思,-1
5112,不错。再便宜一点点，会加入会员。,2
5113,这个学习网站不错.加油,2
5114,很不错，很好理解,2
5115,感觉挺不错的课程！,2
5116,此次实验让我了解到vim 认识vim 对vim有了初步的了解和认识。,1
5117,为什么不装一个genymotion，然后在studio里装genymotion的插件，这样就超级方便了，studio自带的虚拟机启动太慢了,0
5118,实验挺好，有学习的劲头。,2
5119,实验楼真心不错，很好的学习平台！,2
5120,挺好的，就是之前没有找到实验报告的位置。,2
5121,这是我做的第一个项目，可是到 JFrame这里就不会做了......,-1
5122,仅自己可读可写权限不是600吗，为什么一直说不对,0
5123,看过试过记不住，经常练手是王道,1
5124,感觉能学，就是一些算法的推导过程 可能什么也不知道.......,-1
5125,通过本次学习了解了PIL库  本次试验对于Python的学习比较简单 但里面包括图像处理和之领航的操作是需要我去恶补的知识,1
5126,非常不错，注意细节！很多有用的小提示,2
5127,学习的命令较多，希望有基本操作指令即可；多讲些Linux和windows在使用上区别最好,1
5128,界面看起来和Windows差不多,1
5129,很棒的学习网站,2
5130,凌乱的看不太懂，大概明白什么意思 类似于组件,-1
5131,老师你好，请问下，如果想在自己电脑上Windows下运行，请问需要怎么配置呢？使用mingw 系列套装可以嘛？,0
5132,关于约束应当再多讲讲，我这里都是在网上搜了一会再知道怎么做的，直接用上次课程的代码不知道怎么玩，一直都报错。,-1
5133,"讲的太简略了,还是需要先看看书",-1
5134,您的邮箱是js*********yu@sina.com，点击登录位置的忘记密码输入邮箱就可以,1
5135,好用，好玩，又能学习，非常棒,2
5136,用户的建立，文件权限修改，逻辑次序要清晰,1
5137,很好用的教學平台。,2
5138,不错，我还得多学习下基础知识,2
5139,vim大法666,1
